0010AA58 start
002AF9F4 CBinaryTreeNode::~CBinaryTreeNode
002AFA64 CBinaryTreeNode::FindSector
002AFAD4 CBinaryTreeNode::AddItem
002AFBE0 CBinaryTreeNode::GetTotalNumItemsRec
002AFC44 CBinaryTreeNode::GetTotalNumItems
002AFC6C CBinaryTreeNode::GetAll
002AFD64 CDensityBTreeNode::CDensityBTreeNode
002AFDA8 CDensityBTreeNode::~CDensityBTreeNode
002AFE18 CDensityBTreeNode::AddItem
002AFE68 CDensityBTreeNode::Fixup
002B0094 CDensityBTreeNode::GetAll
002B0110 CDensityBTreeNode::GetTotalNumItemsRec
002B0174 CDensityBTreeNode::GetTotalNumItems
002B019C CBox::Set
002B01F0 CColBox::Set
002B0250 CColBox::operator=
002B02AC CColLine::CColLine
002B0328 CColLine::Set
002B037C CCollision::Init
002B0448 CCollision::Shutdown
002B0480 CCollision::Update
002B0494 GetCollisionInSectorList
002B04E8 GetCollisionInSector
002B0550 CCollision::LoadCollisionWhenINeedIt
002B0564 CCollision::SortOutCollisionAfterLoad
002B0598 CColModel::CColModel
002B0668 CColModel::operator=
002B0CF0 CColModel::GetTrianglePoint
002B0D64 CColModel::CalculateTrianglePlanes
002B0E04 CColModel::RemoveTrianglePlanes
002B0E2C CColModel::SetLinkPtr
002B0E5C CColModel::GetLinkPtr
002B0E8C CColModel::RemoveCollisionVolumes
002B0F48 CColModel::~CColModel
002B0F80 CColModel::Write
002B1248 CColPoint::operator=
002B12AC CSphere::Set
002B12D0 CColSphere::Set
002B1300 CColSphere::IntersectRay
002B1410 sub_2B1410
002B1548 CColStore::AddColSlot
002B167C CColStore::Initialise
002B1930 CColStore::GetColName
002B197C CColStore::FindColSlot
002B1A08 CColStore::LoadCol
002B1A68 CColStore::LoadColCHK
002B1B40 CColStore::LoadCol
002B1BC0 CColStore::RemoveCol
002B1DA0 CColStore::RemoveColSlot
002B1E5C CColStore::Shutdown
002B1F14 CColStore::GetBoundingBox
002B1F60 CColStore::IncludeModelIndex
002B1FC0 LevelPos
002B2088 CColStore::AddCollisionNeededAtPosn
002B20BC CColStore::EnsureCollisionIsInMemory
002B20D0 CColStore::RemoveAllCollision
002B2154 CColStore::LoadAllBoundingBoxes
002B2224 CColStore::LoadAllCollision
002B2294 CColStore::Load
002B22C8 CColStore::Write
002B241C CColStore::DoScriptsWantThisIn
002B2528 CColStore::HasCollisionLoaded
002B2660 CColStore::HasCollisionLoaded
002B27A8 CColStore::LoadCollision
002B2A8C CColStore::RequestCollision
002B2BA0 CColTrianglePlane::Set
002B2EE0 SameSide
002B301C TestSphereLine
002B311C CCollision::TestSphereTriangle
002B33C4 CCollision::CalculateTrianglePlanes
002B350C CCollision::RemoveTrianglePlanes
002B3580 CCollision::TestSphereSphere
002B35E4 CCollision::ProcessSphereSphere
002B371C CCollision::ProcessSphereBox
002B3E84 CCollision::ProcessSphereTriangle
002B4470 CCollision::TestLineSphere
002B4574 CCollision::DistToLine
002B4670 CCollision::ProcessLineSphere
002B47D4 CCollision::TestLineBox
002B4B84 CCollision::TestPillWithSpheresInColModel
002B4DCC CCollision::TestVerticalLineBox
002B4E70 CCollision::ProcessLineBox
002B52D8 CCollision::TestLineTriangle
002B55DC CCollision::ProcessLineTriangle
002B5944 CCollision::TestLineOfSight
002B62F0 CCollision::ProcessLineOfSight
002B6DFC CCollision::ProcessVerticalLineTriangle
002B7228 CCollision::ProcessVerticalLine
002B7960 CCollision::IsStoredPolyStillValidVerticalLine
002B7CAC CCollision::ProcessColModels
002B9330 CMatrix::operator*=
002B95C0 sub_2B95C0
002B95F4 CTempColModels::Initialise
002BA528 CTempColModels::Write
002BA708 CAutoPilot::ModifySpeed
002BA978 CAutoPilot::RemoveOnePathNode
002BA9C8 CBridge::Update
002BB194 CBridge::ShouldLightsBeFlashing
002BB1C0 CBridge::FindBridgeEntities
002BB2D8 CBridge::Init
002BB3E8 CBridge::ThisIsABridgeObjectMovingUp
002BB45C CBridge::ForceBridgeState
002BB508 CCarAI::FindSwitchDistanceClose
002BB52C CCarAI::FindSwitchDistanceFar
002BB568 CCarAI::BackToCruisingIfNoWantedLevel
002BB5EC CCarAI::CarHasReasonToStop
002BB614 CCarAI::GetCarToGoToCoors
002BB748 CCarAI::GetCarToParkAtCoors
002BB79C CCarAI::AddPoliceCarOccupants
002BB8F4 CCarAI::AddAmbulanceOccupants
002BB918 CCarAI::AddFiretruckOccupants
002BB93C CCarAI::TellOccupantsToLeaveCar
002BBA00 CCarAI::TellOccupantsToFleeCar
002BBAC8 CCarAI::TellCarToRamOtherCar
002BBB14 CCarAI::TellCarToBlockOtherCar
002BBB60 CCarAI::FindPoliceCarMissionForWantedLevel
002BBBF8 CCarAI::FindPoliceBoatMissionForWantedLevel
002BBC44 CCarAI::FindPoliceCarSpeedForWantedLevel
002BBD54 CCarAI::MellowOutChaseSpeed
002BBFD0 CCarAI::MellowOutChaseSpeedBoat
002BC0B4 CCarAI::UpdateCarAI
002BD7F8 CCarAI::MakeWayForCarWithSiren
002BDA58 GetMaxRandomCars
002BDA78 GetMaxParkedCars
002BDA98 CCarCtrl::ChooseCarRating
002BDB58 CCarCtrl::ChooseBoatRating
002BDB8C CCarCtrl::ChooseCarModel
002BDC68 CCarCtrl::ChooseCarModelToLoad
002BDCC4 CCarCtrl::ChooseBoatModel
002BDCF0 CCarCtrl::ChoosePoliceCarModel
002BDE24 CCarCtrl::ChooseGangCarModel
002BDE9C CCarCtrl::ChooseModel
002BE08C CCarCtrl::AddToVehicleArray
002BE0E0 CCarCtrl::AddToLoadedVehicleArray
002BE14C CCarCtrl::RemoveFromLoadedVehicleArray
002BE290 CCarCtrl::CountCarsOfType
002BE310 CCarCtrl::RenderDebugInfo
002BE68C CCarCtrl::SlowCarDownForPedsSectorList
002BEB7C CCarCtrl::ScanForPedDanger
002BEDB4 CCarCtrl::TestCollisionBetween2MovingRects
002BF154 CCarCtrl::WeaveThroughCarsSectorList
002BF3D8 CCarCtrl::WeaveThroughPedsSectorList
002BF4E0 CCarCtrl::WeaveThroughObjectsSectorList
002BF5D4 CCarCtrl::FindAngleToWeaveThroughTraffic
002BFA04 CCarCtrl::FindPathDirection
002BFB44 CCarCtrl::PickNextNodeToChaseCar
002C0390 CCarCtrl::PickNextNodeToFollowPath
002C0954 CCarCtrl::Init
002C0AFC CCarCtrl::ReInit
002C0C0C CCarCtrl::FindSpeedMultiplier
002C0C74 CCarCtrl::FindMaxSteerAngle
002C0CA4 CCarCtrl::SteerAICarWithPhysicsHeadingForTarget
002C0F3C CCarCtrl::SteerAICarWithPhysicsTryingToBlockTarget
002C1018 CCarCtrl::SteerAICarWithPhysicsTryingToBlockTarget_Stop
002C1224 CCarCtrl::SteerAICarBlockingPlayerForwardAndBack
002C1434 CCarCtrl::SteerAIBoatWithPhysicsHeadingForTarget
002C15C4 CCarCtrl::SteerAIBoatWithPhysicsAttackingPlayer
002C181C CCarCtrl::SteerAIHeliTowardsTargetCoors
002C1D00 CCarCtrl::SteerAIPlaneTowardsTargetCoors
002C211C CCarCtrl::RegisterVehicleOfInterest
002C21F0 CCarCtrl::IsThisVehicleInteresting
002C2234 CCarCtrl::PossiblyRemoveVehicle
002C26C0 CCarCtrl::RemoveDistantCars
002C27AC CCarCtrl::RemoveCarsIfThePoolGetsFull
002C2934 CCarCtrl::RemoveFromInterestingVehicleList
002C2974 CCarCtrl::ClearInterestingVehicleList
002C29A0 CCarCtrl::IsThisVehicleOnRadar
002C29DC CCarCtrl::SwitchVehicleToRealPhysics
002C2A18 CCarCtrl::SlowCarDownForOtherCar
002C2D00 CCarCtrl::SlowCarDownForCarsSectorList
002C2E40 CCarCtrl::FindMaximumSpeedForThisCarInTraffic
002C317C CCarCtrl::SlowCarOnRailsDownForTrafficAndLights
002C327C CCarCtrl::PickNextNodeRandomly
002C3B64 CCarCtrl::FindLinksToGoWithTheseNodes
002C3F64 CCarCtrl::JoinCarWithRoadSystem
002C4148 CCarCtrl::JoinCarWithRoadSystemGotoCoors
002C4314 CCarCtrl::GenerateOneEmergencyServicesCar
002C4878 CCarCtrl::GenerateEmergencyServicesCar
002C4BDC CCarCtrl::UpdateCarCount
002C4D8C CCarCtrl::ThisRoadObjectCouldMove
002C4DD8 CCarCtrl::DragCarToPoint
002C51C4 CCarCtrl::MapCouldMoveInThisArea
002C5248 CCarCtrl::BoatWithTallMast
002C5260 CCarCtrl::PickNextNodeAccordingStrategy
002C538C CCarCtrl::UpdateCarOnRails
002C57E4 CCarCtrl::SteerAICarWithPhysicsFollowPath
002C604C CCarCtrl::SteerAICarWithPhysics_OnlyMission
002C6650 CCarCtrl::SteerAICarWithPhysics
002C69FC CCarCtrl::Write
002C6A64 CCarCtrl::OkToCreateVehicleAtThisPosition
002C6A7C CCarCtrl::GenerateOneRandomCar
002C869C CCarCtrl::GenerateRandomCars
002C8798 CCarCtrl::SetMultiplayerAmbientCarLimit
002C87BC CCarCtrl::ToggleScriptControlsMpCarLimit
002C87E0 CCarCtrl::MultiPlayerRemoveVehicleAndDriver
002C8828 CCarCtrl::WeaveForOtherCar
002C8A90 CCarCtrl::WeaveForPed
002C8BDC CCarCtrl::WeaveForObject
002C8E70 CCurves::TestCurves
002C8E84 CCurves::CalcSpeedScaleFactor
002C8F2C CCurves::CalcCurvePoint
002C9130 CDarkel::Init
002C9158 CDarkel::DrawTimer
002C93E8 CDarkel::ReadStatus
002C940C CDarkel::FrenzyOnGoing
002C943C CDarkel::RegisterKillByPlayer
002C963C CDarkel::RegisterKillNotByPlayer
002C9668 CDarkel::RegisterCarBlownUpByPlayer
002C97DC CDarkel::StartMultiplayerFrenzy
002C9BA4 CDarkel::StartFrenzy
002C9FD4 CDarkel::ResetModelsKilledByPlayer
002C9FFC CDarkel::QueryModelsKilledByPlayer
002CA024 CDarkel::CalcFade
002CA09C CDarkel::DrawMessages
002CA678 CDarkel::DealWithWeaponChangeAtEndOfFrenzy
002CA900 CDarkel::Update
002CAADC CDarkel::ResetOnPlayerDeath
002CAB60 CGameLogic::InitAtStartOfGame
002CABC8 CGameLogic::SortOutStreamingAndMemory
002CABF0 CGameLogic::RestorePlayerStuffDuringResurrection_NetworkGame
002CADB0 CGameLogic::PassTime
002CAE4C CGameLogic::RewindTime
002CAECC CGameLogic::ClearShortCut
002CAFA8 CGameLogic::RestorePlayerStuffDuringResurrection
002CB234 CGameLogic::SetUpShortCut
002CB310 CGameLogic::AbandonShortCutIfTaxiHasBeenMessedWith
002CB418 CGameLogic::AbandonShortCutIfPlayerMilesAway
002CB4C8 CGameLogic::UpdateShortCut
002CBC98 CGameLogic::AddShortCutPointAfterDeath
002CBCF8 CGameLogic::AddShortCutDropOffPointForMission
002CBD44 CGameLogic::RemoveShortCutDropOffPointForMission
002CBD6C CGameLogic::AfterDeathArrestSetUpShortCutTaxi
002CBECC CGameLogic::Update
002CC83C CGameLogic::Save
002CC8F0 CGameLogic::Load
002CCB30 CGarages::Init
002CCD58 CGarages::Shutdown
002CCDA8 CGarages::ChangeGarageType
002CCDE0 CGarages::PrintMessages
002CD09C CGarages::IsCarSprayable
002CD0E4 CGarage::BuildRotatedDoorMatrix
002CD194 CGarage::UpdateCrusherShake
002CD1A8 CGarages::TriggerMessage
002CD338 CGarages::SetTargetCarForMissionGarage
002CD3A8 CGarages::HasCarBeenDroppedOffYet
002CD3E0 CGarages::DeActivateGarage
002CD410 CGarages::ActivateGarage
002CD45C CGarages::QueryCarsCollected
002CD474 CGarages::HasImportExportGarageCollectedThisCar
002CD5A0 CGarages::IsGarageOpen
002CD5DC CGarages::IsGarageClosed
002CD610 CGarages::HasThisCarBeenCollected
002CD644 CGarage::DoesCraigNeedThisCar
002CD824 CGarage::HasCraigCollectedThisCar
002CDA04 CGarage::MarkThisCarAsCollectedForCraig
002CDC64 CGarage::Does60SecondsNeedThisCar
002CDD00 CGarage::Does60SecondsNeedThisCarAtAll
002CDD70 CGarage::OpenThisGarage
002CDDAC CGarage::CloseThisGarage
002CDDD4 CGarage::MarkThisCarAsCollectedFor60Seconds
002CDE6C CGarage::CalcDistToGarageRectangleSquared
002CDEF4 CGarage::CalcSmallestDistToGarageDoorSquared
002CDFE4 CGarages::HasResprayHappened
002CE018 CGarages::SetLeaveCameraForThisGarage
002CE048 CGarages::HasCarBeenCrushed
002CE078 CStoredCar::StoreCar
002CE224 CStoredCar::RestoreCar
002CE590 CGarage::RestoreCarsForThisHideOut
002CE6B4 CGarages::CameraShouldBeOutside
002CE6D8 CGarages::GivePlayerDetonator
002CE730 CGarages::FindDoorHeightForMI
002CE78C CGarage::PlayerArrestedOrDied
002CE818 CGarages::PlayerArrestedOrDied
002CE888 CGarage::IsPointInsideGarage
002CE944 CGarage::CountCarsWithCenterPointWithinGarage
002CE9F8 CGarage::TidyUpGarage
002CEAEC CGarage::IsPointInsideGarage
002CEBB8 CGarage::IsEntityEntirelyInside3D
002CEDC4 CGarage::IsPlayerEntirelyInsideGarage
002CEE00 CGarages::IsThisCarWithinGarageArea
002CEE2C CGarage::IsStaticPlayerCarEntirelyInside
002CEF5C CGarage::IsEntityEntirelyOutside
002CF144 CGarage::IsPlayerOutsideGarage
002CF180 CGarage::IsEntityTouching3D
002CF300 CGarage::IsGarageEmpty
002CF3EC CGarage::RemoveCarsBlockingDoorNotInside
002CF4D4 CGarage::EntityHasASphereWayOutsideGarage
002CF5C0 CGarage::StoreAndRemoveCarsForThisHideOut
002CF7D4 CGarages::IsPointInAGarageCameraZone
002CF8B8 CGarage::IsAnyOtherCarTouchingGarage
002CFA40 CGarage::ThrowCarsNearDoorOutOfGarage
002CFC50 CGarage::IsAnyCarBlockingDoor
002CFDC8 CGarage::TidyUpGarageClose
002CFF88 CGarage::IsAnyOtherPedTouchingGarage
002D0100 CGarage::CenterCarInGarage
002D01F0 CGarage::FindMaxNumStoredCarsForGarage
002D0210 CGarages::StopCarFromBlowingUp
002D0274 CGarages::IsPointWithinHideOutGarage
002D0304 CGarages::IsPointWithinAnyGarage
002D0378 CGarages::FindSafeHouseIndexForGarageType
002D03A8 CGarages::CountCarsInHideoutGarage
002D0400 CGarages::IsModelIndexADoor
002D0620 CGarage::FindDoorsEntitiesSectorList
002D08B0 CGarage::FindDoorsEntities
002D0B88 CGarage::RefreshDoorPointers
002D0D98 CGarage::UpdateDoorsHeight
002D1008 CGarages::LockGarage
002D107C CGarages::SetGarageDoorToRotate
002D10F4 CGarages::CloseHideOutGaragesBeforeSave
002D11A0 CGarages::Save
002D14C4 CGarage::UpdateCrusherAngle
002D15E8 CGarage::Update
002D4790 CGarages::Update
002D48C4 CGarages::InitDoorGubbins
002D4A50 CGarages::AddOne
002D4C60 CGarages::AddCrateGarage
002D53F4 CGarages::SetupAnyGaragesForThisIsland
002D5470 CGarages::SetAllDoorsBackToOriginalHeight
002D56E8 CGarages::Load
002D5AE8 CRow::CRow
002D5C08 CRow::SetLetter
002D5C44 CGrid::ProcessAnyLeftJustDown
002D5C64 CGrid::ProcessAnyRightJustDown
002D5C84 CGrid::ProcessAnyUpJustDown
002D5CA4 CGrid::ProcessAnyDownJustDown
002D5CC4 CGrid::DisplayGrid
002D5F48 CGrid::AllDoneMakePlayerName
002D6018 CGrid::ProcessDPadCrossJustDown
002D6180 CGrid::ProcessControllerInput
002D6430 CPlayerName::CPlayerName
002D64E8 CGrid::CGrid
002D6814 CPlayerName::DisplayName
002D6934 CGrid::Process
002D6964 COnscreenTimerEntry::ProcessForDisplayClock
002D69EC COnscreenCounterEntry::ProcessForDisplayCounter
002D6A9C COnscreenTimerEntry::Process
002D6B9C COnscreenTimer::Init
002D6D34 COnscreenTimer::ProcessForDisplay
002D6E20 COnscreenTimer::Process
002D6E4C COnscreenTimer::AddClock
002D6F30 COnscreenTimer::AddCounter
002D70CC COnscreenTimer::ClearClock
002D7114 COnscreenTimer::ClearCounter
002D71D8 COnscreenTimer::ChangeCounterPrefix
002D7230 CPathFind::Init
002D7404 CPathFind::RegisterMapObject
002D7438 CPathFind::CalcNodeCoors
002D7520 CPathInfoForObject::SwapConnectionsToBeRightWayRound
002D764C CPathFind::BuildPathGrid
002D792C CPathFind::PreparePathDataForType
002D93C0 CPathFind::RemoveBadStartNode
002D9498 CPathFind::CountFloodFillGroups
002D97C8 CPathFind::PreparePathData
002D99F4 CPathFind::CalcRoadDensity
002D9A0C CPathFind::RemoveNodeFromList
002D9C8C CPathFind::AddNodeToList
002D9F38 CPathFind::GetNodesToCheck
002DA004 CPathFind::FindNodeClosestToCoors
002DA318 CPathFind::DoPathSearch
002DA8AC CPathFind::TestCoorsCloseness
002DA9EC CPathFind::FindNextNodeWandering
002DAF18 CPathFind::FindNthNodeClosestToCoors
002DB078 CPathFind::RecordNodesClosestToCoors
002DB1A4 CPathFind::RecordNodesInCircle
002DB468 CPathFind::RecordNodeIndexesInCircle
002DB73C CPathFind::GenerateCarCreationCoors
002DBC24 CPathFind::GeneratePedCreationCoors
002DC1C0 CPathFind::FindNodeClosestToCoorsFavourDirection
002DC43C CPathFind::FindNodePairClosestToCoors
002DCB3C CPathFind::FindNodeOrientationForCarPlacement
002DCC48 CPathFind::FindNodeOrientationForCarPlacementFacingDestination
002DCF18 CPathFind::AllocatePathFindInfoMem
002DD0CC CPathFind::StoreNodeInfoCar
002DD1F0 CPathFind::StoreNodeInfoPed
002DD30C CPathFind::StoreDetachedNodeInfoPed
002DD448 CPathFind::StoreDetachedNodeInfoCar
002DD5B4 CPathFind::ArrangeOneNodeList
002DDA0C CPathFind::ArrangeNodes
002DDA60 CPathFind::RegisterMarker
002DDA74 CPathFind::SwitchOffNodeAndNeighbours
002DDB38 CPathFind::SwitchRoadsOffInArea
002DDC44 CPathFind::SwitchPedRoadsOffInArea
002DDD54 CPathFind::SwitchRoadsInAngledArea
002DDF9C CPathFind::MarkRoadsBetweenLevelsNodeAndNeighbours
002DE054 CPathFind::MarkRoadsBetweenLevelsInArea
002DE158 CPathFind::PedMarkRoadsBetweenLevelsInArea
002DE260 CPathFind::TestForPedTrafficLight
002DE300 CAutomobile::HasCarStoppedBecauseOfLight
002DE490 CPathFind::TestCrossesRoad
002DE530 CPathFind::SetLinksBridgeLights
002DE5E4 CPathFind::FindNodeCoorsForScript
002DE778 CPathFind::TakeWidthIntoAccountForWandering
002DE81C CPathFind::TakeWidthIntoAccountForCoors
002DE89C CCarPathLink::OneWayLaneOffset
002DE938 CPathFind::Write
002DEB20 base::StlRandom
002DEB48 CPedPath::AddBlockade
002DEE8C CPedPath::AddBlockadeSectorList
002DEEF8 CPedPath::CalcPedRoute
002DFB10 CPedPath::AddBuildingBlockade
002DFE70 CPedPath::AddBuildingBlockadeSectorList
002DFEDC CEntity::GetBoundCentre
002DFF50 PhonePickUpCB
002E0068 PhonePutDownCB
002E00D4 CPhone::CPhone
002E0108 CPhone::~CPhone
002E011C CPhoneInfo::CPhoneInfo
002E0184 CPhoneInfo::~CPhoneInfo
002E01B8 CPhoneInfo::Initialise
002E02BC CPhoneInfo::Shutdown
002E02DC CPhoneInfo::FindNearestFreePhone
002E0378 CPhoneInfo::Update
002E0AF8 CPhoneInfo::PhoneAtThisPosition
002E0B6C CPhoneInfo::GrabPhone
002E0D94 CPhoneInfo::SetPhoneMessage_Repeatedly
002E0E0C CPhoneInfo::SetPhoneMessage_JustOnce
002E0E84 CPhoneInfo::HasMessageBeenDisplayed
002E0ECC CPhoneInfo::IsMessageBeingDisplayed
002E0F04 CPhoneInfo::Save
002E0FE0 CPhoneInfo::Load
002E10C0 CPickups::Init
002E1158 CPickups::ModelForWeapon
002E116C CPickups::TryToMerge_WeaponType
002E123C CPickups::WeaponForModel
002E12FC CPickups::IsPickUpPickedUp
002E1358 ModifyStringLabelForControlSetting
002E13CC CPickup::HasPlayerPassedOverMe
002E1444 CPickup::ExtractAmmoFromPickup
002E1510 CPickup::GetRidOfObjects
002E1580 CPickups::DoCollectableEffects
002E17B0 CPickups::DoMoneyEffects
002E19F4 CPickups::DoMineEffects
002E1C2C CPickups::RenderPickUpText
002E22B4 CPickup::ProcessGunShot
002E2388 CPickups::DetonateMinesHitByGunShot
002E23E4 CPickups::FindPickUpForThisObject
002E245C CPickups::DoPickUpEffects
002E3608 CPickups::RemoveUnnecessaryPickups
002E36D0 CPacManPickups::Init
002E36E4 CPacManPickups::Update
002E36F8 CPacManPickups::GeneratePMPickUps
002E370C CPacManPickups::GeneratePMPickUpsForRace
002E3720 CPacManPickups::GenerateOnePMPickUp
002E3734 CPacManPickups::Render
002E3748 CPacManPickups::ClearPMPickUps
002E375C CPacManPickup::Update
002E3770 CPacManPickups::StartPacManRace
002E3784 CPacManPickups::StartPacManRecord
002E3798 CPacManPickups::QueryPowerPillsEatenInRace
002E37B0 CPacManPickups::ResetPowerPillsEatenInRace
002E37C4 CPacManPickups::CleanUpPacManStuff
002E37D8 CPacManPickups::StartPacManScramble
002E37EC CPacManPickups::QueryPowerPillsCarriedByPlayer
002E3804 CPacManPickups::ResetPowerPillsCarriedByPlayer
002E3818 CPickups::TestForPickupsInBubble
002E38A4 CPed::CreateDeadPedPickupCoors
002E3C04 CPed::CreateDeadUberPickups
002E3CAC CPickups::GivePlayerGoodiesWithPickUpMI
002E3F54 CPickup::PickupTheDamnPickup
002E48F4 CPickups::PassTime
002E4948 CPickup::GiveUsAPickUpObject
002E4F84 CPickups::AddToCollectedPickupsArray
002E4FEC CPickups::GetNewUniquePickupIndex
002E5048 CPickups::GenerateNewOne
002E535C CPickups::GenerateNewOne_WeaponType
002E53C0 CPed::CreateDeadPedWeaponPickups
002E5550 CPickups::CreateSomeMoney
002E56E8 CPed::CreateDeadPedMoney
002E5784 CPickups::GetActualPickupIndex
002E57C8 CPickups::RemovePickUp
002E5894 CPickups::GetValue
002E58CC CPickups::SetValue
002E5900 CPickups::RemoveAllPickupsOfACertainWeaponGroupWithNoAmmo
002E59C4 CPickups::CanPickUpInCar
002E5A6C CPickup::Update
002E69E4 CPickups::Update
002E6B78 CMatrix::Rotate
002E6D10 CPowerPoints::Init
002E6D24 CPowerPoints::Update
002E6D38 CPowerPoints::GenerateNewOne
002E6D4C CPowerPoint::Update
002E6D60 CPowerPoints::Save
002E6D74 CPowerPoints::Load
002E6D88 CRecordDataForGame::Init
002E6DB0 CRecordDataForGame::SaveOrRetrieveDataForThisFrame
002E6DC4 CRecordDataForGame::PackCurrentPadValues
002E6DD8 CRecordDataForGame::UnPackCurrentPadValues
002E6DEC CRecordDataForGame::CalcGameChecksum
002E6E04 CRecordDataForChase::Init
002E6E2C CRecordDataForChase::SaveOrRetrieveDataForThisFrame
002E6E40 CRecordDataForChase::SaveOrRetrieveCarPositions
002E6E54 CRecordDataForChase::StoreInfoForCar
002E6E68 CRecordDataForChase::RestoreInfoForMatrix
002E6E7C CRecordDataForChase::RestoreInfoForCar
002E6E90 CRecordDataForChase::ProcessControlCars
002E6EA4 CRecordDataForChase::ShouldThisPadBeLeftAlone
002E6EBC CRecordDataForChase::GiveUsACar
002E6ED0 RemoveUnusedCollision
002E6EE4 CRecordDataForChase::StartChaseScene
002E6EF8 CRecordDataForChase::CleanUpChaseScene
002E6F0C CRecordDataForChase::SetUpCarsForChaseScene
002E6F20 CRecordDataForChase::CleanUpCarsForChaseScene
002E6F34 CRecordDataForChase::RemoveCarFromChase
002E6F48 CRecordDataForChase::TurnChaseCarIntoScriptCar
002E6F60 CRemote::GivePlayerRemoteControlledCar
002E7184 CRemote::TakeRemoteControlledCarFromPlayer
002E7280 CRestart::Initialise
002E7470 CRestart::AddHospitalRestartPoint
002E74E0 CRestart::AddPoliceRestartPoint
002E7550 CRestart::FindClosestHospitalRestartPoint
002E7898 CRestart::FindClosestPoliceRestartPoint
002E7BCC CRestart::OverrideNextRestart
002E7C18 CRestart::CancelOverrideRestart
002E7C40 CRestart::SaveAllRestartPoints
002E8020 CRestart::LoadAllRestartPoints
002E83C8 CRoadBlocks::GenerateRoadBlockCopsForCar
002E87E4 CRoadBlocks::CreateRoadBlockBetween2Points
002E9334 CRoadBlocks::GenerateRoadBlocks
002E997C CRoadBlocks::RegisterScriptRoadBlock
002E9B38 CRoadBlocks::ClearScriptRoadBlocks
002E9B9C CRoadBlocks::Init
002E9C70 sub_2E9C70
002E9C84 sub_2E9C84
002E9C98 sub_2E9C98
002E9CCC CMissionCleanup::Init
002E9D08 CMissionCleanup::CMissionCleanup
002E9D20 CMissionCleanup::FindFree
002E9D64 SleepThisPed
002E9DA4 WakeThisPed
002E9DE0 CMissionCleanup::CheckIfCollisionHasLoadedForMissionObjects
002EA1D4 CMissionCleanup::AddEntityToList
002EA208 CMissionCleanup::RemoveEntityFromList
002EA3E0 CUpsideDownCarCheck::Init
002EA42C CUpsideDownCarCheck::IsCarUpsideDown
002EA518 CUpsideDownCarCheck::IsCarUpsideDown
002EA5B8 CUpsideDownCarCheck::UpdateTimers
002EA690 CUpsideDownCarCheck::AreAnyCarsUpsideDown
002EA748 CUpsideDownCarCheck::AddCarToCheck
002EA7E0 CUpsideDownCarCheck::RemoveCarFromCheck
002EA880 CUpsideDownCarCheck::HasCarBeenUpsideDownForAWhile
002EA928 CStuckCarCheck::Init
002EAB94 CMissionCleanup::Process
002EB00C CStuckCarCheck::Process
002EB170 CStuckCarCheck::AddCarToCheck
002EB374 CStuckCarCheck::RemoveCarFromCheck
002EB404 CStuckCarCheck::HasCarBeenStuckForAWhile
002EB574 CTheScripts::PrintListSizes
002EB5B8 GetPointerToScriptVariable
002EB6E0 CRunningScript::GetPointerToScriptVariable
002EB6F4 CRunningScript::CollectParameters
002EB8B0 CRunningScript::CollectNextParameterWithoutIncreasingPC
002EB9E4 CRunningScript::StoreParameters
002EBA38 CTheScripts::GetSaveVarIndex
002EBABC CRunningScript::Init
002EBB4C SpawnInModel
002EBD50 CTheScripts::Shutdown
002EBE34 CRunningScript::RemoveScriptFromList
002EBE70 CRunningScript::AddScriptToList
002EBEA4 CTheScripts::Init
002EC748 CTheScripts::CloseAllActiveScripts
002EC784 CTheScripts::StartNewScript
002EC7F4 CTheScripts::StartTestScript
002EC80C CTheScripts::IsPlayerOnAMission
002EC858 CRunningScript::ProcessCommands200To299
002EE4E4 CRunningScript::ReturnFromGosubOrFunction
002EE70C CRunningScript::ProcessCommands0To99
002F1A4C CRunningScript::ProcessCommands100To199
002F4A14 CRunningScript::ProcessOneCommand
002F4BD4 CRunningScript::Process
002F4D68 CTheScripts::Process
002F5148 base::cSList<script_corona>::~cSList
002F5160 CRunningScript::ProcessCommands300To399
002F7420 CRunningScript::ProcessCommands400To499
002FA0A0 CRunningScript::ProcessCommands600To699
002FB888 CRunningScript::ProcessCommands700To799
002FE940 CRunningScript::ProcessCommands500To599
00301100 base::cSingleton<cWorldStream>::CreateInstance
00301148 CTheScripts::GetNewUniqueScriptSphereIndex
003011A4 CTheScripts::GetActualScriptSphereIndex
003011E8 CTheScripts::DrawScriptSpheres
00301280 CTheScripts::AddScriptSphere
0030141C CTheScripts::RemoveScriptSphere
00301454 CTheScripts::AddToBuildingSwapArray
0030157C CTheScripts::SwapNearestBuildingModel
0030180C CRunningScript::ProcessCommands900To999
003043F4 CTheScripts::AddToInvisibilitySwapArray
003044E4 CRunningScript::ProcessCommands800To899
003088A8 CTheScripts::UndoBuildingSwaps
00308900 CTheScripts::UndoEntityInvisibilitySettings
00308948 CRunningScript::CollectLocateParameters
003089E0 CRunningScript::DoDeatharrestCheck
00308AC4 CRunningScript::GetPadState
00308C50 CRunningScript::CheckDamagedWeaponType
00308CBC CTheScripts::SaveAllScripts
0030918C CTheScripts::LoadAllScripts
0030924C CTheScripts::ClearSpaceForMissionEntity
003096B0 CTheScripts::HighlightImportantArea
003097D8 CRunningScript::LocateSniperBulletCommand
